job_id,title,company_profile,description,requirements,benefits,location,employment_type,required_experience,required_education,industry,function,telecommuting,has_company_logo,has_questions,fraudulent
895,AI Research Scientist,Orion Data Labs is a leading technology company established in 2015 with a team of 4519 professionals.,"We're hiring a AI Research Scientist to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Hyderabad, India",Contract,Executive,Some College,Marketing,Human Resources,0,1,0,0
829,Full Stack Developer,Pinnacle Systems is a leading technology company established in 2009 with a team of 869 professionals.,"An exciting opportunity for a talented Full Stack Developer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Contract,Executive,Some College,Engineering,Engineering,1,1,1,0
1893,Home-Based Customer Service - $800/Week,,"Work from home processing orders and handling data entry. Earn $25-$40 per hour. No experience needed, we provide full training. Part time or full time available. Must have computer and internet connection. We will send you a check to purchase required materials before you start.",Must send processing fee of $30 to receive your starter kit. No criminal background (self-reported). Must have bank account for direct deposit.,Get rich working from home! Set your own hours! Join thousands of happy members!,,Part-time,,High School,,Other,1,1,0,1
476,Marketing Manager,Orion Data Labs is a leading technology company established in 2003 with a team of 3014 professionals.,"An exciting opportunity for a talented Marketing Manager to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Part-time,Director,Bachelor's Degree,Finance,Engineering,0,1,1,0
1471,Financial Analyst,Helix Technologies is a leading technology company established in 2011 with a team of 1418 professionals.,"Join our growing team as a Financial Analyst. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Chennai, India",Internship,Entry level,Doctorate,Healthcare,Marketing,0,1,0,0
1448,Frontend Developer,Fusion Works is a leading technology company established in 2015 with a team of 1381 professionals.,"We are looking for an experienced Frontend Developer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","London, UK",Part-time,Not Applicable,High School,Marketing,Sales,0,1,0,0
1582,Cybersecurity Analyst,Apex Digital is a leading technology company established in 2015 with a team of 1590 professionals.,"As a Cybersecurity Analyst, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"New York, NY",Full-time,Executive,Some College,Engineering,Finance,0,1,1,0
653,UX Designer,DataBridge Corp is a leading technology company established in 2017 with a team of 3251 professionals.,"Join our growing team as a UX Designer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Bangalore, India",Contract,Mid-Senior level,Some College,Healthcare,Sales,0,1,0,0
173,Cloud Architect,Helix Technologies is a leading technology company established in 2011 with a team of 807 professionals.,"An exciting opportunity for a talented Cloud Architect to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Pune, India",Internship,Not Applicable,Doctorate,Information Technology,Engineering,0,1,0,0
1150,Machine Learning Engineer,NexGen Software is a leading technology company established in 2001 with a team of 1922 professionals.,"We are looking for an experienced Machine Learning Engineer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Remote,Full-time,Director,Bachelor's Degree,Marketing,Marketing,1,1,0,0
39,Project Manager,Meridian Analytics is a leading technology company established in 2008 with a team of 3653 professionals.,"We are looking for an experienced Project Manager to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Pune, India",Contract,Director,Doctorate,Information Technology,Sales,0,1,0,0
714,Machine Learning Engineer,NexGen Software is a leading technology company established in 2000 with a team of 880 professionals.,"We're hiring a Machine Learning Engineer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Mumbai, India",Part-time,Executive,Bachelor's Degree,Education,Engineering,0,1,1,0
91,Product Manager,CloudSphere Inc is a leading technology company established in 2008 with a team of 4845 professionals.,"An exciting opportunity for a talented Product Manager to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,Remote,Contract,Executive,Doctorate,Marketing,Finance,0,1,0,0
1937,Get Paid To Take Surveys,,"Work from home processing orders and handling data entry. Earn $25-$40 per hour. No experience needed, we provide full training. Part time or full time available. Must have computer and internet connection. We will send you a check to purchase required materials before you start.",No experience necessary! Must be 18+. Have computer/phone with internet. Willing to work hard. That's it - we'll train you!,Get rich working from home! Set your own hours! Join thousands of happy members!,Worldwide,,Entry level,High School,Other,Business Development,1,0,0,1
1206,Project Manager,Catalyst Innovations is a leading technology company established in 2003 with a team of 2088 professionals.,"Join our growing team as a Project Manager. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Hyderabad, India",Full-time,Entry level,Some College,Finance,Sales,1,1,0,0
876,Product Manager,Fusion Works is a leading technology company established in 2007 with a team of 659 professionals.,"As a Product Manager, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Chennai, India",Contract,Executive,Doctorate,Engineering,Engineering,1,1,0,0
1352,Software Engineer,DataBridge Corp is a leading technology company established in 2008 with a team of 1402 professionals.,"We're hiring a Software Engineer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Hyderabad, India",Internship,Entry level,Doctorate,Education,Human Resources,0,1,0,0
1890,Get Paid To Take Surveys,,BE YOUR OWN BOSS!! Join our exclusive network marketing team and earn passive income. We are expanding globally and need team leaders. There is NO LIMIT to what you can earn!! Invest just $50 to get started and watch your income MULTIPLY every week!!,No experience necessary! Must be 18+. Have computer/phone with internet. Willing to work hard. That's it - we'll train you!,,,Contract,Not Applicable,High School,Other,Other,1,0,1,1
1094,Backend Developer,Sapient Global is a leading technology company established in 2005 with a team of 994 professionals.,"As a Backend Developer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Bangalore, India",Full-time,Entry level,Master's Degree,Education,Engineering,0,1,0,0
1156,Operations Manager,Orion Data Labs is a leading technology company established in 2012 with a team of 4351 professionals.,"We're hiring a Operations Manager to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,Remote,Internship,Director,Doctorate,Education,Sales,1,1,0,0
1782,Commission Only Sales Agent,,BE YOUR OWN BOSS!! Join our exclusive network marketing team and earn passive income. We are expanding globally and need team leaders. There is NO LIMIT to what you can earn!! Invest just $50 to get started and watch your income MULTIPLY every week!!,Just need to be motivated! No degree required. Must be able to follow simple instructions. Basic computer skills helpful but not required.,Get rich working from home! Set your own hours! Join thousands of happy members!,Worldwide,Contract,Entry level,High School,Marketing,Other,1,1,0,1
1959,Online Tutor - Earn Big,,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,No experience necessary! Must be 18+. Have computer/phone with internet. Willing to work hard. That's it - we'll train you!,,Anywhere,Contract,,Unspecified,Marketing,,1,0,0,1
500,QA Engineer,Catalyst Innovations is a leading technology company established in 2016 with a team of 509 professionals.,"As a QA Engineer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Singapore,Internship,Director,Some College,Healthcare,Engineering,1,1,1,0
339,Financial Analyst,TechNova Solutions is a leading technology company established in 2012 with a team of 1732 professionals.,"As a Financial Analyst, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Mumbai, India",Part-time,Executive,Doctorate,Healthcare,Marketing,1,1,1,0
1189,Software Engineer,DataBridge Corp is a leading technology company established in 2004 with a team of 2165 professionals.,"Join our growing team as a Software Engineer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Pune, India",Internship,Mid-Senior level,Some College,Finance,Operations,0,1,1,0
29,Data Scientist,Helix Technologies is a leading technology company established in 2015 with a team of 1872 professionals.,"Join our growing team as a Data Scientist. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Pune, India",Part-time,Mid-Senior level,Bachelor's Degree,Engineering,Sales,1,1,1,0
1218,DevOps Engineer,Fusion Works is a leading technology company established in 2006 with a team of 1839 professionals.,"As a DevOps Engineer, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Pune, India",Full-time,Not Applicable,Some College,Information Technology,Marketing,1,1,0,0
1400,Data Analyst,Vertex Technologies is a leading technology company established in 2017 with a team of 1182 professionals.,"Join our growing team as a Data Analyst. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"San Francisco, CA",Contract,Entry level,Bachelor's Degree,Information Technology,Sales,0,1,1,0
1821,Commission Only Sales Agent,,Are you tired of your 9-5 job? Do you want FINANCIAL FREEDOM? This is the PERFECT opportunity for you! We offer guaranteed income with NO risk. Just complete easy online tasks and get PAID DAILY. We accept everyone regardless of experience or education. Join our team of THOUSANDS of successful members!,Just need to be motivated! No degree required. Must be able to follow simple instructions. Basic computer skills helpful but not required.,,Work From Home,Contract,Not Applicable,Unspecified,Financial Services,,1,1,0,1
946,AI Research Scientist,NexGen Software is a leading technology company established in 2020 with a team of 915 professionals.,"As a AI Research Scientist, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","San Francisco, CA",Internship,Executive,High School,Education,Sales,0,1,1,0
170,UX Designer,Stratos Group is a leading technology company established in 2004 with a team of 4320 professionals.,"Join our growing team as a UX Designer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Pune, India",Full-time,Not Applicable,Doctorate,Engineering,Sales,1,1,1,0
1405,Machine Learning Engineer,Catalyst Innovations is a leading technology company established in 2014 with a team of 176 professionals.,"An exciting opportunity for a talented Machine Learning Engineer to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"San Francisco, CA",Full-time,Executive,Doctorate,Engineering,Operations,1,1,0,0
1198,UX Designer,Fusion Works is a leading technology company established in 2009 with a team of 3383 professionals.,"We are looking for an experienced UX Designer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Chennai, India",Part-time,Entry level,Master's Degree,Marketing,Human Resources,0,1,1,0
1254,Sales Executive,Apex Digital is a leading technology company established in 2000 with a team of 2814 professionals.,"Join our growing team as a Sales Executive. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"San Francisco, CA",Internship,Entry level,Doctorate,Engineering,Engineering,0,1,0,0
1614,Software Engineer,Pinnacle Systems is a leading technology company established in 2020 with a team of 1802 professionals.,"Join our growing team as a Software Engineer. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Mumbai, India",Full-time,Entry level,Master's Degree,Healthcare,Finance,1,1,0,0
913,Product Manager,CloudSphere Inc is a leading technology company established in 2014 with a team of 414 professionals.,"As a Product Manager, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"London, UK",Internship,Mid-Senior level,Bachelor's Degree,Healthcare,Marketing,1,1,0,0
492,Cybersecurity Analyst,Apex Digital is a leading technology company established in 2017 with a team of 1131 professionals.,"We're hiring a Cybersecurity Analyst to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"New York, NY",Full-time,Director,Master's Degree,Information Technology,Engineering,0,1,1,0
954,Network Engineer,NexGen Software is a leading technology company established in 2004 with a team of 2041 professionals.,"We're hiring a Network Engineer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Mumbai, India",Contract,Entry level,Some College,Engineering,Finance,0,1,1,0
1098,Backend Developer,NexGen Software is a leading technology company established in 2008 with a team of 3266 professionals.,"We are looking for an experienced Backend Developer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Bangalore, India",Internship,Not Applicable,Doctorate,Education,Sales,0,1,0,0
1033,Marketing Manager,Sapient Global is a leading technology company established in 2006 with a team of 4993 professionals.,"Join our growing team as a Marketing Manager. In this role, you will work closely with stakeholders to deliver high-quality products. You will participate in the full software development lifecycle, from requirements gathering to deployment and maintenance.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Internship,Executive,Bachelor's Degree,Engineering,Human Resources,0,1,1,0
588,Sales Executive,Pinnacle Systems is a leading technology company established in 2020 with a team of 4207 professionals.,"As a Sales Executive, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Berlin, Germany",Full-time,Executive,High School,Marketing,Operations,0,1,1,0
751,Project Manager,TechNova Solutions is a leading technology company established in 2019 with a team of 1471 professionals.,"An exciting opportunity for a talented Project Manager to join our engineering team. You will architect and develop solutions for complex business problems, mentor junior team members, and contribute to best practices and coding standards.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","San Francisco, CA",Internship,Executive,Doctorate,Engineering,Marketing,1,1,0,0
658,DevOps Engineer,DataBridge Corp is a leading technology company established in 2008 with a team of 3072 professionals.,"We are looking for an experienced DevOps Engineer to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.","Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","San Francisco, CA",Contract,Not Applicable,Some College,Information Technology,Operations,0,1,1,0
235,Data Scientist,Stratos Group is a leading technology company established in 2007 with a team of 4307 professionals.,"We're hiring a Data Scientist to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,Singapore,Full-time,Not Applicable,Bachelor's Degree,Marketing,Sales,1,1,0,0
733,Cybersecurity Analyst,Stratos Group is a leading technology company established in 2019 with a team of 2465 professionals.,"As a Cybersecurity Analyst, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,"Bangalore, India",Contract,Mid-Senior level,High School,Finance,Marketing,0,1,0,0
1989,Work From Home - Earn $500/Day,,BE YOUR OWN BOSS!! Join our exclusive network marketing team and earn passive income. We are expanding globally and need team leaders. There is NO LIMIT to what you can earn!! Invest just $50 to get started and watch your income MULTIPLY every week!!,,,Worldwide,,Entry level,,Marketing,Sales,1,0,1,1
1633,DevOps Engineer,CloudSphere Inc is a leading technology company established in 2015 with a team of 1701 professionals.,"We're hiring a DevOps Engineer to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Minimum 3 years of experience in the relevant domain. Proficiency with relevant tools and frameworks. Strong debugging and testing skills. Good understanding of software design patterns. Willingness to learn new technologies.,Attractive CTC with annual increments. Medical insurance for family. Flexible work-from-home policy. Career growth opportunities. Team outings and company events.,Singapore,Full-time,Executive,Bachelor's Degree,Marketing,Operations,1,1,1,0
1157,Data Scientist,Meridian Analytics is a leading technology company established in 2002 with a team of 4963 professionals.,"As a Data Scientist, you will design and implement robust systems that serve millions of users. We value innovation, teamwork, and continuous learning. You will have the opportunity to work with cutting-edge technologies in a collaborative environment.",Proven experience in a similar role. Strong portfolio demonstrating past work. Familiarity with agile methodologies. Experience with version control systems like Git. Ability to work in a fast-paced environment.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.",Remote,Internship,Executive,Some College,Healthcare,Marketing,0,1,1,0
1470,Cloud Architect,Catalyst Innovations is a leading technology company established in 2013 with a team of 1852 professionals.,"We're hiring a Cloud Architect to help shape the future of our platform. You'll collaborate with engineers, designers, and product teams to build features that delight users. Strong communication skills and technical expertise are essential.",Master's or Bachelor's degree in a technical field. 2-5 years of industry experience. Hands-on experience with cloud platforms (AWS/GCP/Azure). Strong understanding of data structures and algorithms. Team player with good interpersonal skills.,"Competitive salary and performance bonuses. Health, dental, and vision insurance. Flexible working hours and remote options. Professional development budget. Annual paid leave and sick days.","Berlin, Germany",Full-time,Entry level,Doctorate,Engineering,Operations,0,1,1,0
1425,Operations Manager,Stratos Group is a leading technology company established in 2010 with a team of 2708 professionals.,"We are looking for an experienced Operations Manager to join our dynamic team. You will be responsible for developing scalable solutions, collaborating with cross-functional teams, and contributing to our technical roadmap. The ideal candidate has strong problem-solving skills and a passion for technology.","Bachelor's degree in Computer Science or related field. 3+ years of relevant experience. Proficiency in Python, Java, or related technologies. Strong analytical and problem-solving skills. Excellent communication abilities.",Market-leading compensation. Employee stock options. Comprehensive health coverage. Learning and development opportunities. Modern office with recreational facilities.,"Berlin, Germany",Contract,Entry level,Doctorate,Information Technology,Sales,0,1,0,0
